CrimeDate,CrimeTime,Description,Weapon,District,Neighborhood,Total Incidents
6/23/17,17:00:00,LARCENY,,CENTRAL,Bolton Hill,1
6/23/17,17:00:00,BURGLARY,,SOUTHEASTERN,Perkins Homes,1
6/23/17,16:53:00,LARCENY FROM AUTO,,SOUTHERN,Cherry Hill,1
6/23/17,16:55:00,COMMON ASSAULT,HANDS,EASTERN,Oldtown,1
6/23/17,16:36:00,COMMON ASSAULT,HANDS,NORTHWESTERN,Garwyn Oaks,1
6/23/17,16:30:00,BURGLARY,,SOUTHWESTERN,Millhill,1
6/23/17,16:30:00,COMMON ASSAULT,HANDS,SOUTHWESTERN,Carrollton Ridge,1
6/23/17,16:30:00,BURGLARY,,SOUTHEASTERN,Ellwood Park/Monument,1
6/23/17,16:20:00,AGG. ASSAULT,KNIFE,NORTHEASTERN,Pulaski Industrial Area,1
6/23/17,16:17:00,COMMON ASSAULT,HANDS,EASTERN,Madison-Eastend,1
6/23/17,16:15:00,AGG. ASSAULT,KNIFE,SOUTHERN,Westport,1
6/23/17,16:00:00,AGG. ASSAULT,OTHER,CENTRAL,University Of Maryland,1
6/23/17,16:00:00,LARCENY,,NORTHEASTERN,,1
6/23/17,16:00:00,COMMON ASSAULT,HANDS,CENTRAL,Downtown,1
6/23/17,16:00:00,BURGLARY,,SOUTHERN,Carrollton Ridge,1
6/23/17,16:00:00,COMMON ASSAULT,HANDS,CENTRAL,Madison Park,1
6/23/17,15:30:00,BURGLARY,,WESTERN,Harlem Park,1
6/23/17,15:30:00,BURGLARY,,WESTERN,Harlem Park,1
6/23/17,15:30:00,AGG. ASSAULT,KNIFE,NORTHWESTERN,Towanda-Grantley,1
6/23/17,15:00:00,LARCENY,,SOUTHEASTERN,Canton Industrial Area,1
6/23/17,15:00:00,LARCENY,,NORTHWESTERN,Reisterstown Station,1
6/23/17,15:00:00,COMMON ASSAULT,HANDS,CENTRAL,Upton,1
6/23/17,14:52:00,LARCENY FROM AUTO,,NORTHEASTERN,Original Northwood,1
6/23/17,14:50:00,COMMON ASSAULT,HANDS,NORTHEASTERN,Orchard Ridge,1
6/23/17,14:43:00,AGG. ASSAULT,FIREARM,SOUTHERN,Carrollton Ridge,1
6/23/17,14:22:00,AGG. ASSAULT,OTHER,SOUTHERN,Brooklyn,1
6/23/17,14:08:00,SHOOTING,FIREARM,NORTHWESTERN,Towanda-Grantley,1
6/23/17,14:00:00,AUTO THEFT,,SOUTHWESTERN,Ten Hills,1
6/23/17,13:40:00,BURGLARY,,NORTHEASTERN,Coldstream Homestead Mont,1
6/23/17,13:36:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Washington Hill,1
6/23/17,13:25:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Washington Hill,1
6/23/17,13:13:00,COMMON ASSAULT,HANDS,EASTERN,Milton-Montford,1
6/23/17,13:00:00,COMMON ASSAULT,HANDS,WESTERN,Easterwood,1
6/23/17,13:00:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Ellwood Park/Monument,1
6/23/17,12:49:00,COMMON ASSAULT,HANDS,WESTERN,Druid Heights,1
6/23/17,12:00:00,BURGLARY,,EASTERN,Greenmount West,1
6/23/17,12:00:00,BURGLARY,,EASTERN,Greenmount West,1
6/23/17,11:40:00,COMMON ASSAULT,HANDS,NORTHEASTERN,Hamilton Hills,1
6/23/17,11:34:00,COMMON ASSAULT,HANDS,NORTHEASTERN,Hamilton Hills,1
6/23/17,11:30:00,AGG. ASSAULT,HANDS,WESTERN,Franklin Square,1
6/23/17,11:05:00,BURGLARY,,SOUTHWESTERN,Rosemont,1
6/23/17,11:00:00,AGG. ASSAULT,FIREARM,NORTHWESTERN,Arlington,1
6/23/17,11:00:00,LARCENY FROM AUTO,,CENTRAL,Bolton Hill,1
6/23/17,10:42:00,LARCENY,,CENTRAL,Stadium Area,1
6/23/17,10:30:00,BURGLARY,,NORTHERN,Better Waverly,1
6/23/17,10:30:00,AGG. ASSAULT,KNIFE,SOUTHWESTERN,Northwest Community Actio,1
6/23/17,10:30:00,LARCENY,,NORTHERN,Hampden,1
6/23/17,10:25:00,LARCENY,,SOUTHERN,Port Covington,1
6/23/17,10:16:00,BURGLARY,,NORTHERN,Chinquapin Park,1
6/23/17,10:15:00,BURGLARY,,SOUTHWESTERN,Rosemont,1
6/23/17,10:15:00,LARCENY,,NORTHERN,Jones Falls Area,1
6/23/17,10:15:00,LARCENY FROM AUTO,,WESTERN,Penn North,1
6/23/17,10:15:00,AUTO THEFT,,NORTHERN,Barclay,1
6/23/17,10:15:00,COMMON ASSAULT,HANDS,SOUTHERN,Union Square,1
6/23/17,10:12:00,ASSAULT BY THREAT,,EASTERN,Johnston Square,1
6/23/17,9:49:00,COMMON ASSAULT,HANDS,SOUTHERN,Curtis Bay,1
6/23/17,9:30:00,LARCENY,,SOUTHEASTERN,Inner Harbor,1
6/23/17,9:20:00,ROBBERY - STREET,FIREARM,EASTERN,Oliver,1
6/23/17,9:08:00,COMMON ASSAULT,HANDS,SOUTHWESTERN,Irvington,1
6/23/17,9:05:00,ROBBERY - STREET,FIREARM,EASTERN,Middle East,1
6/23/17,9:00:00,COMMON ASSAULT,HANDS,NORTHEASTERN,Loch Raven,1
6/23/17,8:52:00,BURGLARY,,NORTHEASTERN,Ednor Gardens-Lakeside,1
6/23/17,8:30:00,COMMON ASSAULT,HANDS,CENTRAL,Downtown,1
6/23/17,7:30:00,LARCENY,,SOUTHEASTERN,Brewers Hill,1
6/23/17,7:14:00,LARCENY,,NORTHEASTERN,Frankford,1
6/23/17,7:00:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Jonestown,1
6/23/17,7:00:00,COMMON ASSAULT,HANDS,NORTHERN,Charles Village,1
6/23/17,6:30:00,COMMON ASSAULT,HANDS,NORTHWESTERN,Glen,1
6/23/17,6:30:00,LARCENY,,NORTHEASTERN,Coldstream Homestead Mont,1
6/23/17,6:29:00,BURGLARY,,WESTERN,Rosemont Homeowners/Tenan,1
6/23/17,6:13:00,LARCENY FROM AUTO,,NORTHWESTERN,East Arlington,1
6/23/17,6:00:00,AUTO THEFT,,CENTRAL,Poppleton,1
6/23/17,5:46:00,ROBBERY - STREET,,SOUTHERN,Ridgely's Delight,1
6/23/17,5:39:00,COMMON ASSAULT,HANDS,NORTHEASTERN,Frankford,1
6/23/17,5:16:00,BURGLARY,,NORTHERN,Pen Lucy,1
6/23/17,5:09:46,COMMON ASSAULT,HANDS,SOUTHEASTERN,Brewers Hill,1
6/23/17,4:45:00,COMMON ASSAULT,HANDS,CENTRAL,Charles North,1
6/23/17,4:14:00,COMMON ASSAULT,HANDS,WESTERN,Coppin Heights/Ash-Co-Eas,1
6/23/17,4:14:00,BURGLARY,,NORTHWESTERN,Glen,1
6/23/17,4:01:00,LARCENY FROM AUTO,,CENTRAL,Seton Hill,1
6/23/17,3:35:00,AUTO THEFT,,EASTERN,Madison-Eastend,1
6/23/17,3:19:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Bayview,1
6/23/17,3:00:00,AUTO THEFT,,NORTHEASTERN,Parkside,1
6/23/17,3:00:00,COMMON ASSAULT,HANDS,WESTERN,Penrose/Fayette Street Ou,1
6/23/17,2:58:00,LARCENY FROM AUTO,,SOUTHWESTERN,Violetville,1
6/23/17,2:58:00,BURGLARY,,WESTERN,Harlem Park,1
6/23/17,2:45:00,LARCENY,,CENTRAL,Downtown,1
6/23/17,2:45:00,LARCENY FROM AUTO,,NORTHEASTERN,,1
6/23/17,2:36:00,AUTO THEFT,,CENTRAL,Downtown,1
6/23/17,2:13:00,LARCENY FROM AUTO,,SOUTHEASTERN,Perkins Homes,1
6/23/17,2:00:00,AGG. ASSAULT,OTHER,SOUTHWESTERN,Rosemont,1
6/23/17,2:00:00,COMMON ASSAULT,HANDS,CENTRAL,Charles North,1
6/23/17,2:00:00,AGG. ASSAULT,KNIFE,SOUTHWESTERN,Rosemont,1
6/23/17,1:16:00,AGG. ASSAULT,KNIFE,CENTRAL,Reservoir Hill,1
6/23/17,1:16:00,AGG. ASSAULT,HANDS,SOUTHERN,Federal Hill,1
6/23/17,1:54:00,ROBBERY - STREET,KNIFE,SOUTHEASTERN,Ellwood Park/Monument,1
6/23/17,1:10:00,AUTO THEFT,,SOUTHWESTERN,Morrell Park,1
6/23/17,1:10:00,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho,1
6/23/17,1:10:00,COMMON ASSAULT,HANDS,NORTHEASTERN,Hamilton Hills,1
6/23/17,1:01:00,LARCENY,,CENTRAL,Downtown West,1
6/23/17,0:30:00,LARCENY FROM AUTO,,SOUTHWESTERN,Ten Hills,1
6/23/17,0:23:00,ROBBERY - CARJACKING,FIREARM,NORTHWESTERN,Panway/Braddish Avenue,1
6/23/17,0:00:00,COMMON ASSAULT,HANDS,WESTERN,Parkview/Woodbrook,1
6/23/17,0:00:00,LARCENY FROM AUTO,,NORTHEASTERN,Parkside,1
6/23/17,0:00:00,AGG. ASSAULT,FIREARM,SOUTHEASTERN,Graceland Park,1
6/22/17,23:45:00,AGG. ASSAULT,HANDS,NORTHEASTERN,Waltherson,1
6/22/17,23:45:00,ROBBERY - STREET,,NORTHEASTERN,Frankford,1
6/22/17,23:40:00,LARCENY FROM AUTO,,NORTHEASTERN,Hamilton Hills,1
6/22/17,23:31:00,BURGLARY,,EASTERN,Milton-Montford,1
6/22/17,23:24:00,AGG. ASSAULT,KNIFE,SOUTHERN,New Southwest/Mount Clare,1
6/22/17,23:20:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Ellwood Park/Monument,1
6/22/17,23:20:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Ellwood Park/Monument,1
6/22/17,23:20:00,LARCENY FROM AUTO,,WESTERN,Penn North,1
6/22/17,23:20:00,ASSAULT BY THREAT,,SOUTHEASTERN,Canton,1
6/22/17,23:20:00,ROBBERY - STREET,,NORTHWESTERN,Reisterstown Station,1
6/22/17,22:27:00,LARCENY,,SOUTHWESTERN,Northwest Community Actio,1
6/22/17,22:59:00,BURGLARY,,SOUTHERN,Lakeland,1
6/22/17,22:55:00,COMMON ASSAULT,HANDS,SOUTHERN,Cherry Hill,1
6/22/17,22:30:00,LARCENY FROM AUTO,,CENTRAL,Bolton Hill,1
6/22/17,22:30:00,COMMON ASSAULT,HANDS,CENTRAL,Druid Heights,1
6/22/17,22:30:00,COMMON ASSAULT,HANDS,CENTRAL,Reservoir Hill,1
6/22/17,22:27:00,BURGLARY,,NORTHEASTERN,Cedmont,1
6/22/17,22:24:00,COMMON ASSAULT,HANDS,SOUTHWESTERN,Edgewood,1
6/22/17,22:05:20,COMMON ASSAULT,HANDS,NORTHEASTERN,Waltherson,1
6/22/17,22:00:00,LARCENY FROM AUTO,,SOUTHEASTERN,Fells Point,1
6/22/17,22:00:00,COMMON ASSAULT,HANDS,NORTHERN,Greenspring,1
6/22/17,21:46:00,LARCENY,,SOUTHERN,Union Square,1
6/22/17,21:58:00,ROBBERY - STREET,FIREARM,EASTERN,Milton-Montford,1
6/22/17,21:46:00,LARCENY,,SOUTHEASTERN,Broening Manor,1
6/22/17,21:21:00,AUTO THEFT,,NORTHEASTERN,Frankford,1
6/22/17,21:15:00,LARCENY FROM AUTO,,SOUTHEASTERN,Washington Hill,1
6/22/17,21:00:00,AUTO THEFT,,EASTERN,Biddle Street,1
6/22/17,21:00:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Pleasant View Gardens,1
6/22/17,21:00:00,ROBBERY - COMMERCIAL,FIREARM,NORTHEASTERN,Lauraville,1
6/22/17,21:00:00,AGG. ASSAULT,KNIFE,EASTERN,Madison-Eastend,1
6/22/17,21:00:00,AUTO THEFT,,EASTERN,CARE,1
6/22/17,20:30:00,ROBBERY - STREET,,CENTRAL,Upton,1
6/22/17,20:25:00,LARCENY,,SOUTHEASTERN,Fells Point,1
6/22/17,20:25:00,ROBBERY - RESIDENCE,,EASTERN,East Baltimore Midway,1
6/22/17,20:00:00,LARCENY,,NORTHERN,Better Waverly,1
6/22/17,20:00:00,COMMON ASSAULT,HANDS,NORTHEASTERN,Cedonia,1
6/22/17,19:40:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,McElderry Park,1
6/22/17,19:24:00,LARCENY,,SOUTHERN,Union Square,1
6/22/17,19:15:00,LARCENY FROM AUTO,,SOUTHERN,Washington Village/Pigtow,1
6/22/17,19:00:00,AGG. ASSAULT,KNIFE,WESTERN,Harlem Park,1
6/22/17,19:00:00,LARCENY,,NORTHWESTERN,Seton Business Park,1
6/22/17,19:00:00,LARCENY,,NORTHWESTERN,Callaway-Garrison,1
6/22/17,19:00:00,BURGLARY,,NORTHEASTERN,Coldstream Homestead Mont,1
6/22/17,18:59:00,AGG. ASSAULT,OTHER,EASTERN,Madison-Eastend,1
6/22/17,18:49:00,LARCENY FROM AUTO,,NORTHEASTERN,Ramblewood,1
6/22/17,18:25:00,ROBBERY - STREET,FIREARM,SOUTHERN,Riverside,1
6/22/17,18:00:00,LARCENY FROM AUTO,,NORTHERN,Abell,1
6/22/17,18:00:00,LARCENY FROM AUTO,,NORTHEASTERN,Hamilton Hills,1
6/22/17,17:30:00,LARCENY FROM AUTO,,CENTRAL,Mount Vernon,1
6/22/17,17:00:00,AGG. ASSAULT,KNIFE,SOUTHERN,Brooklyn,1
6/22/17,16:45:00,COMMON ASSAULT,HANDS,NORTHEASTERN,Hamilton Hills,1
6/22/17,16:30:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Fells Point,1
6/22/17,16:30:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Fells Point,1
6/22/17,16:04:00,COMMON ASSAULT,HANDS,SOUTHERN,Washington Village/Pigtow,1
6/22/17,16:00:00,COMMON ASSAULT,HANDS,CENTRAL,Heritage Crossing,1
6/22/17,16:00:00,LARCENY,,CENTRAL,Downtown,1
6/22/17,16:00:00,AGG. ASSAULT,FIREARM,NORTHWESTERN,Towanda-Grantley,1
6/22/17,16:00:00,AUTO THEFT,,NORTHEASTERN,Frankford,1
6/22/17,15:50:00,LARCENY,,EASTERN,CARE,1
6/22/17,15:45:00,LARCENY FROM AUTO,,NORTHEASTERN,Hamilton Hills,1
6/22/17,15:40:00,COMMON ASSAULT,HANDS,EASTERN,Oliver,1
6/22/17,15:36:00,LARCENY FROM AUTO,,NORTHWESTERN,Central Park Heights,1
6/22/17,15:10:00,BURGLARY,,NORTHERN,Homeland,1
6/22/17,15:00:00,BURGLARY,,EASTERN,Milton-Montford,1
6/22/17,15:00:00,LARCENY,,NORTHERN,Jones Falls Area,1
6/22/17,15:00:00,COMMON ASSAULT,HANDS,NORTHEASTERN,Cedmont,1
6/22/17,14:45:00,LARCENY FROM AUTO,,EASTERN,Broadway East,1
6/22/17,14:40:00,BURGLARY,,NORTHERN,Better Waverly,1
6/22/17,14:27:00,LARCENY,,SOUTHWESTERN,Morrell Park,1
6/22/17,14:00:00,LARCENY,,NORTHERN,Kenilworth Park,1
6/22/17,14:00:00,COMMON ASSAULT,HANDS,NORTHWESTERN,Central Park Heights,1
6/22/17,14:00:00,LARCENY,,EASTERN,Gay Street,1
6/22/17,13:45:00,LARCENY,,CENTRAL,Downtown,1
6/22/17,13:30:00,ROBBERY - STREET,FIREARM,NORTHERN,Lake Evesham,1
6/22/17,13:30:00,BURGLARY,,SOUTHEASTERN,Canton,1
6/22/17,13:24:00,BURGLARY,,NORTHEASTERN,Hamilton Hills,1
6/22/17,13:00:00,LARCENY,,CENTRAL,Downtown,1
6/22/17,13:00:00,BURGLARY,,NORTHEASTERN,Hamilton Hills,1
6/22/17,12:33:00,LARCENY,,WESTERN,Coppin Heights/Ash-Co-Eas,1
6/22/17,12:30:00,ROBBERY - RESIDENCE,,SOUTHWESTERN,Yale Heights,1
6/22/17,12:21:00,AGG. ASSAULT,OTHER,SOUTHEASTERN,McElderry Park,1
6/22/17,12:00:00,LARCENY FROM AUTO,,CENTRAL,Downtown,1
6/22/17,12:00:00,COMMON ASSAULT,HANDS,NORTHERN,Woodbourne-McCabe,1
6/22/17,11:43:00,LARCENY,,NORTHERN,Charles Village,1
6/22/17,11:15:00,LARCENY FROM AUTO,,SOUTHERN,Sharp-Leadenhall,1
6/22/17,11:15:00,BURGLARY,,SOUTHEASTERN,Greektown,1
6/22/17,11:00:00,COMMON ASSAULT,HANDS,SOUTHERN,Brooklyn,1
6/22/17,11:00:00,COMMON ASSAULT,HANDS,SOUTHERN,Brooklyn,1
6/22/17,11:00:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Canton,1
6/22/17,10:15:00,LARCENY FROM AUTO,,NORTHERN,Abell,1
6/22/17,10:15:00,COMMON ASSAULT,HANDS,SOUTHERN,Brooklyn,1
6/22/17,10:04:00,LARCENY FROM AUTO,,CENTRAL,Downtown,1
6/22/17,10:04:00,COMMON ASSAULT,HANDS,CENTRAL,Downtown,1
6/22/17,10:00:00,AUTO THEFT,,CENTRAL,Reservoir Hill,1
6/22/17,9:40:00,LARCENY,,SOUTHERN,Cherry Hill,1
6/22/17,9:30:00,SHOOTING,FIREARM,WESTERN,Penn North,1
6/22/17,9:30:00,ASSAULT BY THREAT,,SOUTHEASTERN,Patterson Park Neighborho,1
6/22/17,8:24:00,LARCENY FROM AUTO,,NORTHERN,Guilford,1
6/22/17,8:22:00,BURGLARY,,NORTHWESTERN,Arlington,1
6/22/17,8:00:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Perkins Homes,1
6/22/17,7:58:00,LARCENY,,EASTERN,Madison-Eastend,1
6/22/17,7:30:00,BURGLARY,,CENTRAL,Downtown,1
6/22/17,7:00:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Canton,1
6/22/17,7:00:00,LARCENY,,NORTHERN,Mount Washington,1
6/22/17,6:15:00,AGG. ASSAULT,HANDS,SOUTHEASTERN,Fells Point,1
6/22/17,6:00:00,AUTO THEFT,,CENTRAL,Downtown,1
6/22/17,5:00:00,LARCENY FROM AUTO,,SOUTHEASTERN,Brewers Hill,1
6/22/17,4:27:00,BURGLARY,,NORTHWESTERN,Dolfield,1
6/22/17,4:20:00,AUTO THEFT,,NORTHWESTERN,Howard Park,1
6/22/17,4:15:00,AGG. ASSAULT,KNIFE,EASTERN,Greenmount West,1
6/22/17,4:00:00,AGG. ASSAULT,KNIFE,EASTERN,Greenmount West,1
6/22/17,4:00:00,AGG. ASSAULT,KNIFE,EASTERN,Greenmount West,1
6/22/17,3:28:00,AGG. ASSAULT,OTHER,NORTHEASTERN,Waltherson,1
6/22/17,3:08:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Perkins Homes,1
6/22/17,3:00:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,O'Donnell Heights,1
6/22/17,1:13:00,COMMON ASSAULT,HANDS,CENTRAL,Inner Harbor,1
6/22/17,1:10:00,ROBBERY - STREET,KNIFE,WESTERN,Mondawmin,1
6/22/17,0:37:00,COMMON ASSAULT,HANDS,NORTHWESTERN,Windsor Hills,1
6/22/17,0:30:00,AGG. ASSAULT,OTHER,SOUTHERN,Brooklyn,1
6/22/17,0:20:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,Broening Manor,1
6/22/17,0:15:00,COMMON ASSAULT,HANDS,NORTHEASTERN,Belair-Edison,1
6/22/17,0:00:00,RAPE,OTHER,SOUTHERN,Hollins Market,1
6/22/17,0:00:00,AGG. ASSAULT,KNIFE,NORTHEASTERN,Belair-Edison,1
6/22/17,0:00:00,COMMON ASSAULT,HANDS,NORTHEASTERN,Frankford,1
6/22/17,0:00:00,COMMON ASSAULT,HANDS,NORTHEASTERN,Frankford,1
6/21/17,23:59:00,ROBBERY - STREET,,NORTHWESTERN,Woodmere,1
6/21/17,23:30:00,COMMON ASSAULT,HANDS,NORTHWESTERN,Lucille Park,1
6/21/17,23:10:00,LARCENY,,EASTERN,Milton-Montford,1
6/21/17,23:00:00,LARCENY,,EASTERN,Milton-Montford,1
6/21/17,23:00:00,LARCENY,,EASTERN,Milton-Montford,1
6/21/17,23:00:00,LARCENY,,EASTERN,Milton-Montford,1
6/21/17,22:50:00,LARCENY,,EASTERN,Milton-Montford,1
6/21/17,22:20:00,LARCENY,,EASTERN,Milton-Montford,1
6/21/17,22:20:00,LARCENY,,EASTERN,Milton-Montford,1
6/21/17,22:18:00,AUTO THEFT,,SOUTHEASTERN,Patterson Park Neighborho,1
6/21/17,22:15:00,LARCENY,,NORTHWESTERN,Langston Hughes,1
6/21/17,22:15:00,BURGLARY,,NORTHEASTERN,Frankford,1
6/21/17,22:08:00,AGG. ASSAULT,OTHER,NORTHEASTERN,Belair-Edison,1
6/21/17,22:00:00,AUTO THEFT,,SOUTHEASTERN,Canton,1
6/21/17,22:00:00,BURGLARY,,SOUTHEASTERN,Canton,1
6/21/17,21:46:00,BURGLARY,,SOUTHWESTERN,Carrollton Ridge,1
6/21/17,21:46:00,ROBBERY - COMMERCIAL,,NORTHWESTERN,Woodmere,1
6/21/17,21:46:00,LARCENY,,SOUTHEASTERN,Canton,1
6/21/17,21:30:00,BURGLARY,,NORTHERN,Pen Lucy,1
6/21/17,21:27:00,COMMON ASSAULT,HANDS,SOUTHERN,New Southwest/Mount Clare,1
6/21/17,21:25:00,LARCENY,,WESTERN,Sandtown-Winchester,1
6/21/17,21:20:00,BURGLARY,,NORTHERN,Better Waverly,1
6/21/17,21:10:00,BURGLARY,,SOUTHEASTERN,Upper Fells Point,1
6/21/17,21:00:00,BURGLARY,,NORTHWESTERN,Burleith-Leighton,1
6/21/17,21:00:00,LARCENY,,NORTHERN,Remington,1
6/21/17,20:45:00,BURGLARY,,NORTHERN,Better Waverly,1
6/21/17,20:55:00,LARCENY,,SOUTHERN,South Baltimore,1
6/21/17,20:40:00,ARSON,,SOUTHWESTERN,Violetville,1
6/21/17,20:30:00,AGG. ASSAULT,OTHER,WESTERN,Poppleton,1
6/21/17,20:30:00,LARCENY FROM AUTO,,CENTRAL,Mid-Town Belvedere,1
6/21/17,20:30:00,AGG. ASSAULT,HANDS,NORTHERN,Hampden,1
6/21/17,20:15:00,BURGLARY,,SOUTHERN,Washington Village/Pigtow,1
6/21/17,19:45:00,LARCENY,,CENTRAL,Downtown West,1
6/21/17,19:30:00,BURGLARY,,WESTERN,Coppin Heights/Ash-Co-Eas,1
6/21/17,19:30:00,AGG. ASSAULT,HANDS,NORTHEASTERN,Cedonia,1
6/21/17,19:15:00,LARCENY FROM AUTO,,CENTRAL,Mid-Town Belvedere,1
6/21/17,19:04:00,AUTO THEFT,,NORTHERN,Hampden,1
6/21/17,19:00:00,AUTO THEFT,,NORTHWESTERN,Garwyn Oaks,1
6/21/17,19:00:00,BURGLARY,,CENTRAL,Downtown,1
6/21/17,19:00:00,COMMON ASSAULT,HANDS,CENTRAL,Downtown,1
6/21/17,19:00:00,LARCENY,,EASTERN,Gay Street,1
6/21/17,19:00:00,BURGLARY,,NORTHEASTERN,Four By Four,1
6/21/17,18:51:00,BURGLARY,,NORTHEASTERN,North Harford Road,1
6/21/17,18:38:00,COMMON ASSAULT,HANDS,SOUTHERN,New Southwest/Mount Clare,1
6/21/17,18:21:00,LARCENY FROM AUTO,,NORTHERN,Evesham Park,1
6/21/17,18:00:00,AUTO THEFT,,EASTERN,Broadway East,1
6/21/17,17:40:00,LARCENY FROM AUTO,,EASTERN,Jonestown,1
6/21/17,17:30:00,COMMON ASSAULT,HANDS,NORTHERN,Abell,1
6/21/17,17:30:00,LARCENY,,CENTRAL,Inner Harbor,1
6/21/17,17:30:00,BURGLARY,,SOUTHEASTERN,Canton,1
6/21/17,17:20:00,ROBBERY - RESIDENCE,,NORTHERN,Better Waverly,1
6/21/17,17:20:00,BURGLARY,,NORTHEASTERN,Hamilton Hills,1
6/21/17,17:12:00,BURGLARY,,NORTHWESTERN,East Arlington,1
6/21/17,17:00:00,BURGLARY,,CENTRAL,Downtown,1
6/21/17,17:00:00,LARCENY,,NORTHERN,Lake Walker,1
6/21/17,16:50:00,LARCENY,,SOUTHEASTERN,Patterson Place,1
6/21/17,16:18:00,AUTO THEFT,,EASTERN,Berea,1
6/21/17,16:10:00,LARCENY,,SOUTHWESTERN,Dickeyville,1
6/21/17,16:00:00,LARCENY,,CENTRAL,Bolton Hill,1
6/21/17,16:00:00,LARCENY FROM AUTO,,CENTRAL,Mount Vernon,1
6/21/17,15:30:00,COMMON ASSAULT,HANDS,NORTHWESTERN,Central Park Heights,1
6/21/17,15:00:00,BURGLARY,,NORTHEASTERN,Frankford,1
6/21/17,15:00:00,BURGLARY,,NORTHERN,Reservoir Hill,1
6/21/17,15:00:00,AGG. ASSAULT,FIREARM,CENTRAL,Reservoir Hill,1
6/21/17,14:42:00,LARCENY,,NORTHERN,Old Goucher,1
6/21/17,14:42:00,COMMON ASSAULT,HANDS,SOUTHEASTERN,McElderry Park,1
6/21/17,14:30:00,LARCENY FROM AUTO,,CENTRAL,Greenmount West,1
6/21/17,14:30:00,BURGLARY,,SOUTHWESTERN,Violetville,1
6/21/17,14:28:00,COMMON ASSAULT,HANDS,NORTHEASTERN,Overlea,1
6/21/17,14:28:00,COMMON ASSAULT,HANDS,NORTHWESTERN,West Forest Park,1
6/21/17,14:00:00,LARCENY,,NORTHERN,Barclay,1
6/21/17,13:56:00,COMMON ASSAULT,HANDS,EASTERN,CARE,1
6/21/17,13:56:00,AGG. ASSAULT,HANDS,EASTERN,South Clifton Park,1
6/21/17,13:55:00,ROBBERY - RESIDENCE,FIREARM,NORTHEASTERN,Glenham-Belhar,1
6/21/17,13:55:00,ROBBERY - RESIDENCE,FIREARM,NORTHEASTERN,Glenham-Belhar,1
6/21/17,13:50:00,ROBBERY - RESIDENCE,FIREARM,NORTHEASTERN,Glenham-Belhar,1
6/21/17,13:30:00,COMMON ASSAULT,HANDS,SOUTHERN,Union Square,1
6/21/17,13:30:00,COMMON ASSAULT,HANDS,SOUTHERN,Brooklyn,1
6/21/17,13:25:00,COMMON ASSAULT,HANDS,CENTRAL,Downtown,1
6/21/17,12:30:00,COMMON ASSAULT,HANDS,SOUTHERN,Curtis Bay,1
6/21/17,12:30:00,AGG. ASSAULT,OTHER,CENTRAL,Downtown,1
6/21/17,12:20:00,COMMON ASSAULT,HANDS,SOUTHERN,Curtis Bay,1
6/21/17,12:00:00,COMMON ASSAULT,HANDS,SOUTHERN,Curtis Bay,1
6/21/17,11:40:00,ROBBERY - STREET,,NORTHEASTERN,Belair-Edison,1
6/21/17,11:20:00,LARCENY,,SOUTHWESTERN,Wilhelm Park,1
6/21/17,10:56:00,AGG. ASSAULT,OTHER,NORTHERN,Oakenshawe,1
6/21/17,10:53:00,LARCENY,,CENTRAL,Downtown,1
6/21/17,10:32:00,BURGLARY,,WESTERN,Parkview/Woodbrook,1
6/21/17,10:30:00,LARCENY FROM AUTO,,CENTRAL,Bolton Hill,1
6/21/17,10:25:00,COMMON ASSAULT,HANDS,SOUTHERN,Brooklyn,1
6/21/17,10:23:00,AGG. ASSAULT,FIREARM,WESTERN,Penn North,1
6/21/17,10:00:00,ROBBERY - STREET,,WESTERN,Panway/Braddish Avenue,1
6/21/17,10:00:00,BURGLARY,,SOUTHEASTERN,McElderry Park,1
6/21/17,10:00:00,AGG. ASSAULT,FIREARM,WESTERN,Penn North,1
6/21/17,9:15:00,LARCENY,,CENTRAL,Inner Harbor,1
6/21/17,9:00:00,BURGLARY,,SOUTHERN,Westport,1
6/21/17,9:00:00,LARCENY,,EASTERN,CARE,1
6/21/17,9:00:00,LARCENY,,WESTERN,Panway/Braddish Avenue,1
6/21/17,9:00:00,COMMON ASSAULT,HANDS,WESTERN,Panway/Braddish Avenue,1
6/21/17,8:54:00,LARCENY FROM AUTO,,CENTRAL,Mount Vernon,1
